Image_ID,Data_Split,Background_Color
sputum_train_0070.jpg,Train,Yellowish
sputum_train_0071.png,Train,Yellowish
sputum_train_0072.jpg,Train,Yellowish
sputum_train_0073.jpg,Train,Yellowish
sputum_train_0074.jpg,Train,Greenish
sputum_train_0075.jpg,Train,Purplish/Pinkish
sputum_train_0076.jpg,Train,Yellowish
sputum_train_0077.jpg,Train,Yellowish
sputum_train_0078.png,Train,Greenish
sputum_train_0079.jpg,Train,Yellowish
sputum_train_0080.jpg,Train,Yellowish
sputum_train_0081.jpg,Train,Yellowish
sputum_train_0082.png,Train,Greenish
sputum_train_0083.jpg,Train,Yellowish
sputum_train_0084.jpg,Train,Yellowish
sputum_train_0085.jpg,Train,Purplish/Pinkish
sputum_train_0086.jpg,Train,Yellowish
sputum_train_0087.jpg,Train,Purplish/Pinkish
sputum_train_0088.jpg,Train,Yellowish
sputum_train_0089.jpg,Train,Purplish/Pinkish
sputum_train_0090.jpg,Train,Bluish
sputum_train_0091.jpg,Train,Yellowish
sputum_train_0092.jpg,Train,Purplish/Pinkish
sputum_train_0093.jpg,Train,Purplish/Pinkish
sputum_train_0094.jpg,Train,Purplish/Pinkish
sputum_train_0095.jpg,Train,Yellowish
sputum_train_0096.jpg,Train,Yellowish
sputum_train_0097.jpg,Train,Yellowish
sputum_train_0098.jpg,Train,Yellowish
sputum_train_0099.png,Train,Yellowish
sputum_train_0100.jpg,Train,Yellowish
sputum_train_0101.jpg,Train,Yellowish
sputum_train_0102.jpg,Train,Yellowish
sputum_train_0103.jpg,Train,Purplish/Pinkish
sputum_train_0104.jpg,Train,Purplish/Pinkish
sputum_train_0105.jpg,Train,Bluish
sputum_train_0106.jpg,Train,Yellowish
sputum_train_0107.jpg,Train,Purplish/Pinkish
sputum_train_0108.png,Train,Yellowish
sputum_train_0109.jpg,Train,Purplish/Pinkish
sputum_train_0110.jpg,Train,Purplish/Pinkish
sputum_train_0111.jpg,Train,Greenish
sputum_train_0112.jpg,Train,Yellowish
sputum_train_0113.jpg,Train,Purplish/Pinkish
sputum_train_0114.jpg,Train,Yellowish
sputum_train_0115.jpg,Train,Bluish
sputum_train_0116.jpg,Train,Yellowish
sputum_train_0117.jpg,Train,Purplish/Pinkish
sputum_train_0118.jpg,Train,Bluish
sputum_train_0119.jpg,Train,Purplish/Pinkish
sputum_train_0120.jpg,Train,Yellowish
sputum_train_0121.jpg,Train,Yellowish
sputum_train_0122.jpg,Train,Yellowish
sputum_train_0123.png,Train,Yellowish
sputum_train_0124.png,Train,Yellowish
sputum_train_0125.jpg,Train,Yellowish
sputum_train_0126.jpg,Train,Yellowish
sputum_train_0127.jpg,Train,Bluish
sputum_train_0128.jpg,Train,Purplish/Pinkish
sputum_train_0129.jpg,Train,Purplish/Pinkish
sputum_train_0130.jpg,Train,Purplish/Pinkish
sputum_train_0131.jpg,Train,Yellowish
sputum_train_0132.png,Train,Greenish
sputum_train_0133.jpg,Train,Yellowish
sputum_train_0134.png,Train,Greenish
sputum_train_0135.jpg,Train,Yellowish
sputum_train_0136.jpg,Train,Purplish/Pinkish
sputum_train_0137.jpg,Train,Purplish/Pinkish
sputum_train_0138.png,Train,Yellowish
sputum_train_0139.jpg,Train,Purplish/Pinkish
sputum_train_0140.jpg,Train,Yellowish
sputum_train_0141.jpg,Train,Yellowish
sputum_train_0142.jpg,Train,Yellowish
sputum_train_0143.png,Train,Greenish
sputum_train_0144.jpg,Train,Purplish/Pinkish
sputum_train_0145.jpg,Train,Bluish
sputum_train_0146.jpg,Train,Yellowish
sputum_train_0147.jpg,Train,Yellowish
sputum_train_0148.jpg,Train,Purplish/Pinkish
sputum_train_0149.jpg,Train,Bluish
sputum_train_0150.jpg,Train,Purplish/Pinkish
sputum_train_0151.jpg,Train,Yellowish
sputum_train_0152.jpg,Train,Purplish/Pinkish
sputum_train_0153.jpg,Train,Purplish/Pinkish
sputum_train_0154.png,Train,Yellowish
sputum_train_0155.jpg,Train,Yellowish
sputum_train_0156.png,Train,Yellowish
sputum_train_0157.jpg,Train,Yellowish
sputum_train_0158.jpg,Train,Purplish/Pinkish
sputum_train_0159.jpg,Train,Yellowish
sputum_train_0160.jpg,Train,Purplish/Pinkish
sputum_train_0161.jpg,Train,Bluish
sputum_train_0162.jpg,Train,Yellowish
sputum_train_0163.jpg,Train,Purplish/Pinkish
sputum_train_0164.jpg,Train,Yellowish
sputum_train_0165.jpg,Train,Purplish/Pinkish
sputum_train_0166.jpg,Train,Purplish/Pinkish
sputum_train_0167.jpg,Train,Yellowish
sputum_train_0168.jpg,Train,Purplish/Pinkish
sputum_train_0169.jpg,Train,Greenish
sputum_train_0170.jpg,Train,Yellowish
sputum_train_0171.jpg,Train,Yellowish
sputum_train_0172.jpg,Train,Purplish/Pinkish
sputum_train_0173.jpg,Train,Yellowish
sputum_train_0174.jpg,Train,Purplish/Pinkish
sputum_train_0175.jpg,Train,Purplish/Pinkish
sputum_train_0176.jpg,Train,Yellowish
sputum_train_0177.png,Train,Yellowish
sputum_train_0178.jpg,Train,Bluish
sputum_train_0179.jpg,Train,Yellowish
sputum_train_0180.jpg,Train,Yellowish
sputum_train_0181.jpg,Train,Yellowish
sputum_train_0182.jpg,Train,Purplish/Pinkish
sputum_train_0183.jpg,Train,Purplish/Pinkish
sputum_train_0184.jpg,Train,Bluish
sputum_train_0185.jpg,Train,Purplish/Pinkish
sputum_train_0186.jpg,Train,Purplish/Pinkish
sputum_train_0187.jpg,Train,Purplish/Pinkish
sputum_train_0188.jpg,Train,Yellowish
sputum_train_0189.png,Train,Greenish
sputum_train_0190.jpg,Train,Bluish
sputum_train_0191.jpg,Train,Yellowish
sputum_train_0192.jpg,Train,Yellowish
sputum_train_0193.png,Train,Yellowish
sputum_train_0194.jpg,Train,Purplish/Pinkish
sputum_train_0195.jpg,Train,Yellowish
sputum_train_0196.jpg,Train,Purplish/Pinkish
sputum_train_0197.jpg,Train,Bluish
sputum_train_0198.jpg,Train,Purplish/Pinkish
sputum_train_0199.jpg,Train,Purplish/Pinkish
sputum_train_0200.jpg,Train,Purplish/Pinkish
sputum_train_0201.jpg,Train,Yellowish
sputum_train_0202.jpg,Train,Bluish
sputum_train_0203.jpg,Train,Yellowish
sputum_train_0204.jpg,Train,Yellowish
sputum_train_0205.jpg,Train,Yellowish
sputum_train_0206.jpg,Train,Purplish/Pinkish
sputum_train_0207.jpg,Train,Purplish/Pinkish
sputum_train_0208.jpg,Train,Purplish/Pinkish
sputum_train_0209.jpg,Train,Yellowish
sputum_train_0210.jpg,Train,Purplish/Pinkish
sputum_train_0211.jpg,Train,Yellowish
sputum_train_0212.jpg,Train,Yellowish
sputum_train_0213.jpg,Train,Purplish/Pinkish
sputum_train_0214.jpg,Train,Yellowish
sputum_train_0215.jpg,Train,Yellowish
sputum_train_0216.jpg,Train,Yellowish
sputum_train_0217.jpg,Train,Yellowish
sputum_train_0218.jpg,Train,Purplish/Pinkish
sputum_train_0219.jpg,Train,Yellowish
sputum_train_0220.jpg,Train,Purplish/Pinkish
sputum_train_0221.jpg,Train,Purplish/Pinkish
sputum_train_0222.jpg,Train,Yellowish
sputum_train_0223.jpg,Train,Yellowish
sputum_train_0224.jpg,Train,Yellowish
sputum_train_0225.png,Train,Yellowish
sputum_train_0226.jpg,Train,Yellowish
sputum_train_0227.jpg,Train,Yellowish
sputum_train_0228.jpg,Train,Yellowish
sputum_train_0229.jpg,Train,Yellowish
sputum_train_0230.jpg,Train,Purplish/Pinkish
sputum_train_0231.jpg,Train,Purplish/Pinkish
sputum_train_0232.jpg,Train,Purplish/Pinkish
sputum_train_0233.jpg,Train,Purplish/Pinkish
sputum_train_0234.jpg,Train,Yellowish
sputum_train_0235.jpg,Train,Bluish
sputum_train_0236.jpg,Train,Yellowish
sputum_train_0237.jpg,Train,Purplish/Pinkish
sputum_train_0238.jpg,Train,Purplish/Pinkish
sputum_train_0239.jpg,Train,Purplish/Pinkish
sputum_train_0240.jpg,Train,Yellowish
sputum_train_0241.jpg,Train,Purplish/Pinkish
sputum_train_0242.jpg,Train,Purplish/Pinkish
sputum_train_0243.jpg,Train,Purplish/Pinkish
sputum_train_0244.jpg,Train,Yellowish
sputum_train_0245.jpg,Train,Yellowish
sputum_train_0246.png,Train,Yellowish
sputum_train_0247.png,Train,Yellowish
sputum_train_0248.png,Train,Greenish
sputum_train_0249.jpg,Train,Purplish/Pinkish
sputum_train_0250.jpg,Train,Yellowish
sputum_train_0251.jpg,Train,Yellowish
sputum_train_0252.jpg,Train,Purplish/Pinkish
sputum_train_0253.jpg,Train,Purplish/Pinkish
sputum_train_0254.jpg,Train,Bluish
sputum_train_0255.jpg,Train,Purplish/Pinkish
sputum_train_0256.jpg,Train,Yellowish
sputum_train_0257.jpg,Train,Yellowish
sputum_train_0258.jpg,Train,Yellowish
sputum_train_0259.jpg,Train,Purplish/Pinkish
sputum_train_0260.jpg,Train,Purplish/Pinkish
sputum_train_0261.jpg,Train,Yellowish
sputum_train_0262.png,Train,Yellowish
sputum_train_0263.jpg,Train,Yellowish
sputum_train_0264.jpg,Train,Yellowish
sputum_train_0265.jpg,Train,Yellowish
sputum_train_0266.jpg,Train,Yellowish
sputum_train_0267.jpg,Train,Yellowish
sputum_train_0268.jpg,Train,Yellowish
sputum_train_0269.jpg,Train,Bluish
sputum_train_0270.jpg,Train,Purplish/Pinkish
sputum_train_0271.jpg,Train,Purplish/Pinkish
sputum_train_0272.jpg,Train,Purplish/Pinkish
sputum_train_0273.jpg,Train,Yellowish
sputum_train_0274.jpg,Train,Purplish/Pinkish
sputum_train_0275.png,Train,Greenish
sputum_train_0276.jpg,Train,Purplish/Pinkish
sputum_train_0277.jpg,Train,Yellowish
sputum_train_0278.jpg,Train,Yellowish
sputum_train_0279.jpg,Train,Yellowish
sputum_train_0280.jpg,Train,Purplish/Pinkish
sputum_train_0281.jpg,Train,Bluish
sputum_train_0282.png,Train,Yellowish
sputum_train_0283.jpg,Train,Purplish/Pinkish
sputum_train_0284.jpg,Train,Yellowish
sputum_train_0285.jpg,Train,Yellowish
sputum_train_0286.jpg,Train,Yellowish
sputum_train_0287.jpg,Train,Purplish/Pinkish
sputum_train_0288.jpg,Train,Bluish
sputum_train_0289.jpg,Train,Yellowish
sputum_train_0290.jpg,Train,Yellowish
sputum_train_0291.jpg,Train,Yellowish
sputum_train_0292.png,Train,Yellowish
sputum_train_0293.jpg,Train,Yellowish
sputum_train_0294.jpg,Train,Yellowish
sputum_train_0295.jpg,Train,Yellowish
sputum_train_0296.jpg,Train,Purplish/Pinkish
sputum_train_0297.jpg,Train,Purplish/Pinkish
sputum_train_0298.jpg,Train,Purplish/Pinkish
sputum_train_0299.jpg,Train,Purplish/Pinkish
sputum_train_0300.jpg,Train,Purplish/Pinkish
sputum_train_0301.jpg,Train,Yellowish
sputum_train_0302.jpg,Train,Greenish
sputum_train_0303.jpg,Train,Purplish/Pinkish
sputum_train_0304.jpg,Train,Purplish/Pinkish
sputum_train_0305.jpg,Train,Purplish/Pinkish
sputum_train_0306.jpg,Train,Purplish/Pinkish
sputum_train_0307.jpg,Train,Purplish/Pinkish
sputum_train_0308.jpg,Train,Purplish/Pinkish
sputum_train_0309.jpg,Train,Yellowish
sputum_train_0310.png,Train,Yellowish
sputum_train_0311.jpg,Train,Yellowish
sputum_train_0312.jpg,Train,Yellowish
sputum_train_0313.jpg,Train,Yellowish
sputum_train_0314.jpg,Train,Yellowish
sputum_train_0315.jpg,Train,Purplish/Pinkish
sputum_train_0316.jpg,Train,Bluish
sputum_train_0317.jpg,Train,Bluish
sputum_train_0318.jpg,Train,Yellowish
sputum_train_0319.jpg,Train,Purplish/Pinkish
sputum_train_0320.jpg,Train,Greenish
sputum_train_0321.jpg,Train,Yellowish
sputum_train_0322.jpg,Train,Yellowish
sputum_train_0323.jpg,Train,Purplish/Pinkish
sputum_train_0324.jpg,Train,Purplish/Pinkish
sputum_train_0325.jpg,Train,Bluish
sputum_train_0326.jpg,Train,Purplish/Pinkish
sputum_train_0327.jpg,Train,Yellowish
sputum_train_0328.jpg,Train,Purplish/Pinkish
sputum_train_0329.jpg,Train,Yellowish
sputum_train_0330.jpg,Train,Yellowish
sputum_train_0331.jpg,Train,Purplish/Pinkish
sputum_train_0332.jpg,Train,Purplish/Pinkish
sputum_train_0333.jpg,Train,Yellowish
sputum_train_0334.jpg,Train,Purplish/Pinkish
sputum_train_0335.jpg,Train,Yellowish
sputum_train_0336.jpg,Train,Yellowish
sputum_train_0337.jpg,Train,Purplish/Pinkish
sputum_train_0338.jpg,Train,Yellowish
sputum_train_0339.jpg,Train,Yellowish
sputum_train_0340.jpg,Train,Bluish
sputum_train_0341.jpg,Train,Yellowish
sputum_train_0342.jpg,Train,Purplish/Pinkish
sputum_train_0343.jpg,Train,Purplish/Pinkish
sputum_train_0344.jpg,Train,Purplish/Pinkish
sputum_train_0345.jpg,Train,Yellowish
sputum_train_0346.jpg,Train,Yellowish
sputum_train_0347.jpg,Train,Yellowish
sputum_train_0348.jpg,Train,Yellowish
sputum_train_0349.jpg,Train,Purplish/Pinkish
sputum_train_0350.jpg,Train,Bluish
sputum_train_0351.jpg,Train,Yellowish
sputum_train_0352.jpg,Train,Purplish/Pinkish
sputum_train_0353.jpg,Train,Purplish/Pinkish
sputum_train_0354.png,Train,Greenish
sputum_train_0355.jpg,Train,Purplish/Pinkish
sputum_train_0356.jpg,Train,Yellowish
sputum_train_0357.jpg,Train,Purplish/Pinkish
sputum_train_0358.png,Train,Yellowish
sputum_train_0359.jpg,Train,Greenish
sputum_train_0360.png,Train,Yellowish
sputum_train_0361.png,Train,Yellowish
sputum_train_0362.jpg,Train,Yellowish
sputum_train_0363.jpg,Train,Purplish/Pinkish
sputum_train_0364.jpg,Train,Yellowish
sputum_train_0365.jpg,Train,Purplish/Pinkish
sputum_train_0366.jpg,Train,Yellowish
sputum_train_0367.jpg,Train,Yellowish
sputum_train_0368.jpg,Train,Yellowish
sputum_train_0369.jpg,Train,Purplish/Pinkish
sputum_train_0370.jpg,Train,Bluish
sputum_train_0371.jpg,Train,Yellowish
sputum_train_0372.jpg,Train,Yellowish
sputum_train_0373.jpg,Train,Purplish/Pinkish
sputum_train_0374.png,Train,Yellowish
sputum_train_0375.jpg,Train,Yellowish
sputum_train_0376.jpg,Train,Yellowish
sputum_train_0377.png,Train,Yellowish
sputum_train_0378.jpg,Train,Purplish/Pinkish
sputum_train_0379.jpg,Train,Purplish/Pinkish
sputum_train_0380.jpg,Train,Purplish/Pinkish
sputum_train_0381.jpg,Train,Purplish/Pinkish
sputum_train_0382.jpg,Train,Yellowish
sputum_train_0383.jpg,Train,Purplish/Pinkish
sputum_train_0384.jpg,Train,Yellowish
sputum_train_0385.jpg,Train,Purplish/Pinkish
sputum_train_0386.jpg,Train,Purplish/Pinkish
sputum_train_0387.png,Train,Yellowish
sputum_train_0388.jpg,Train,Purplish/Pinkish
sputum_train_0389.jpg,Train,Bluish
sputum_train_0390.jpg,Train,Yellowish
sputum_train_0391.jpg,Train,Yellowish
sputum_train_0392.jpg,Train,Purplish/Pinkish
sputum_train_0393.png,Train,Yellowish
sputum_train_0394.jpg,Train,Yellowish
sputum_train_0395.jpg,Train,Purplish/Pinkish
sputum_train_0396.jpg,Train,Yellowish
sputum_train_0397.png,Train,Yellowish
sputum_train_0398.jpg,Train,Purplish/Pinkish
sputum_train_0399.png,Train,Yellowish
sputum_train_0400.jpg,Train,Purplish/Pinkish
sputum_train_0401.jpg,Train,Purplish/Pinkish
sputum_train_0402.jpg,Train,Bluish
sputum_train_0403.jpg,Train,Purplish/Pinkish
sputum_train_0404.jpg,Train,Purplish/Pinkish
sputum_train_0405.jpg,Train,Yellowish
sputum_train_0406.jpg,Train,Yellowish
sputum_train_0407.jpg,Train,Yellowish
sputum_train_0408.jpg,Train,Purplish/Pinkish
sputum_train_0409.jpg,Train,Yellowish
sputum_train_0410.jpg,Train,Yellowish
sputum_train_0411.jpg,Train,Purplish/Pinkish
sputum_train_0412.jpg,Train,Purplish/Pinkish
sputum_train_0413.jpg,Train,Yellowish
sputum_train_0414.png,Train,Greenish
sputum_train_0415.jpg,Train,Purplish/Pinkish
sputum_train_0416.jpg,Train,Purplish/Pinkish
sputum_train_0417.jpg,Train,Yellowish
sputum_train_0418.jpg,Train,Yellowish
sputum_train_0419.jpg,Train,Purplish/Pinkish
sputum_train_0420.jpg,Train,Bluish
sputum_train_0421.jpg,Train,Yellowish
sputum_train_0422.jpg,Train,Purplish/Pinkish
sputum_train_0423.jpg,Train,Yellowish
sputum_train_0424.jpg,Train,Purplish/Pinkish
sputum_train_0425.jpg,Train,Yellowish
sputum_train_0426.jpg,Train,Yellowish
sputum_train_0427.jpg,Train,Purplish/Pinkish
sputum_train_0428.jpg,Train,Yellowish
sputum_train_0429.jpg,Train,Yellowish
sputum_train_0430.png,Train,Greenish
sputum_train_0431.jpg,Train,Yellowish
sputum_train_0432.jpg,Train,Yellowish
sputum_train_0433.jpg,Train,Purplish/Pinkish
sputum_train_0434.jpg,Train,Yellowish
sputum_train_0435.jpg,Train,Purplish/Pinkish
sputum_train_0436.jpg,Train,Bluish
sputum_train_0437.jpg,Train,Purplish/Pinkish
sputum_train_0438.jpg,Train,Yellowish
sputum_train_0439.jpg,Train,Yellowish
sputum_train_0440.jpg,Train,Yellowish
sputum_train_0441.jpg,Train,Yellowish
sputum_train_0442.jpg,Train,Purplish/Pinkish
sputum_train_0443.jpg,Train,Purplish/Pinkish
sputum_train_0444.jpg,Train,Purplish/Pinkish
sputum_train_0445.jpg,Train,Bluish
sputum_train_0446.jpg,Train,Purplish/Pinkish
sputum_train_0447.jpg,Train,Purplish/Pinkish
sputum_train_0448.jpg,Train,Yellowish
sputum_train_0449.jpg,Train,Purplish/Pinkish
sputum_train_0450.jpg,Train,Yellowish
sputum_train_0451.jpg,Train,Yellowish
sputum_train_0452.jpg,Train,Yellowish
sputum_train_0453.jpg,Train,Purplish/Pinkish
sputum_train_0454.jpg,Train,Yellowish
sputum_train_0455.jpg,Train,Bluish
sputum_train_0456.jpg,Train,Purplish/Pinkish
sputum_train_0457.jpg,Train,Purplish/Pinkish
sputum_train_0458.jpg,Train,Yellowish
sputum_train_0459.jpg,Train,Yellowish
sputum_train_0460.jpg,Train,Bluish
sputum_train_0461.jpg,Train,Purplish/Pinkish
sputum_train_0462.jpg,Train,Purplish/Pinkish
sputum_train_0463.jpg,Train,Purplish/Pinkish
sputum_train_0464.jpg,Train,Purplish/Pinkish
sputum_train_0465.jpg,Train,Yellowish
sputum_train_0466.png,Train,Greenish
sputum_train_0467.jpg,Train,Yellowish
sputum_train_0468.jpg,Train,Purplish/Pinkish
sputum_train_0469.jpg,Train,Purplish/Pinkish
sputum_train_0470.jpg,Train,Purplish/Pinkish
sputum_train_0471.png,Train,Greenish
sputum_train_0472.jpg,Train,Purplish/Pinkish
sputum_train_0473.jpg,Train,Bluish
sputum_train_0474.jpg,Train,Yellowish
sputum_train_0475.jpg,Train,Purplish/Pinkish
sputum_train_0476.jpg,Train,Yellowish
sputum_train_0477.jpg,Train,Bluish
sputum_train_0478.jpg,Train,Purplish/Pinkish
sputum_train_0479.jpg,Train,Bluish
sputum_train_0480.jpg,Train,Greenish
sputum_train_0481.jpg,Train,Yellowish
sputum_train_0482.jpg,Train,Bluish
sputum_train_0483.jpg,Train,Purplish/Pinkish
sputum_train_0484.jpg,Train,Purplish/Pinkish
sputum_train_0485.jpg,Train,Yellowish
sputum_train_0486.png,Train,Greenish
sputum_train_0487.jpg,Train,Purplish/Pinkish
sputum_train_0488.jpg,Train,Yellowish
sputum_train_0489.jpg,Train,Purplish/Pinkish
sputum_train_0490.jpg,Train,Purplish/Pinkish
sputum_train_0491.jpg,Train,Yellowish
sputum_train_0492.jpg,Train,Yellowish
sputum_train_0493.jpg,Train,Yellowish
sputum_train_0494.jpg,Train,Yellowish
sputum_train_0495.jpg,Train,Purplish/Pinkish
sputum_train_0496.jpg,Train,Yellowish
sputum_train_0497.jpg,Train,Purplish/Pinkish
sputum_train_0498.jpg,Train,Purplish/Pinkish
sputum_train_0499.png,Train,Yellowish
sputum_train_0500.jpg,Train,Bluish
sputum_train_0501.jpg,Train,Purplish/Pinkish
sputum_train_0502.jpg,Train,Purplish/Pinkish
sputum_train_0503.jpg,Train,Purplish/Pinkish
sputum_train_0504.jpg,Train,Yellowish
sputum_train_0505.jpg,Train,Yellowish
sputum_train_0506.jpg,Train,Yellowish
sputum_train_0507.jpg,Train,Bluish
sputum_train_0508.jpg,Train,Purplish/Pinkish
sputum_train_0509.jpg,Train,Yellowish
sputum_train_0510.jpg,Train,Bluish
sputum_train_0511.jpg,Train,Yellowish
sputum_train_0512.jpg,Train,Purplish/Pinkish
sputum_train_0513.jpg,Train,Yellowish
sputum_train_0514.jpg,Train,Purplish/Pinkish
sputum_train_0515.jpg,Train,Purplish/Pinkish
sputum_train_0516.jpg,Train,Purplish/Pinkish
sputum_train_0517.jpg,Train,Purplish/Pinkish
sputum_train_0518.png,Train,Yellowish
sputum_train_0519.jpg,Train,Yellowish
sputum_train_0520.jpg,Train,Yellowish
sputum_train_0521.jpg,Train,Bluish
sputum_train_0522.jpg,Train,Yellowish
sputum_train_0523.jpg,Train,Yellowish
sputum_train_0524.jpg,Train,Yellowish
sputum_train_0525.jpg,Train,Yellowish
sputum_train_0526.jpg,Train,Purplish/Pinkish
sputum_train_0527.jpg,Train,Yellowish
sputum_train_0528.jpg,Train,Yellowish
sputum_train_0529.jpg,Train,Purplish/Pinkish
sputum_train_0530.jpg,Train,Yellowish
sputum_train_0531.jpg,Train,Purplish/Pinkish
sputum_train_0532.jpg,Train,Purplish/Pinkish
sputum_train_0533.jpg,Train,Purplish/Pinkish
sputum_train_0534.jpg,Train,Yellowish
sputum_train_0535.jpg,Train,Purplish/Pinkish
sputum_train_0536.jpg,Train,Purplish/Pinkish
sputum_train_0537.jpg,Train,Yellowish
sputum_train_0538.jpg,Train,Purplish/Pinkish
sputum_train_0539.jpg,Train,Bluish
sputum_train_0540.jpg,Train,Purplish/Pinkish
sputum_train_0541.jpg,Train,Greenish
sputum_train_0542.jpg,Train,Yellowish
sputum_train_0543.jpg,Train,Yellowish
sputum_train_0544.jpg,Train,Yellowish
sputum_train_0545.jpg,Train,Yellowish
sputum_train_0546.jpg,Train,Yellowish
sputum_train_0547.jpg,Train,Yellowish
sputum_train_0548.jpg,Train,Yellowish
sputum_train_0549.jpg,Train,Purplish/Pinkish
sputum_train_0550.jpg,Train,Bluish
sputum_train_0551.jpg,Train,Purplish/Pinkish
sputum_train_0552.jpg,Train,Purplish/Pinkish
sputum_train_0553.jpg,Train,Purplish/Pinkish
sputum_train_0554.jpg,Train,Bluish
sputum_train_0555.jpg,Train,Purplish/Pinkish
sputum_train_0556.jpg,Train,Yellowish
sputum_train_0557.jpg,Train,Purplish/Pinkish
sputum_train_0558.jpg,Train,Yellowish
sputum_train_0559.jpg,Train,Yellowish
sputum_train_0560.jpg,Train,Bluish
sputum_train_0561.jpg,Train,Purplish/Pinkish
sputum_train_0562.jpg,Train,Purplish/Pinkish
sputum_train_0563.png,Train,Yellowish
sputum_train_0564.jpg,Train,Yellowish
sputum_train_0565.jpg,Train,Yellowish
sputum_train_0566.jpg,Train,Purplish/Pinkish
sputum_train_0567.jpg,Train,Purplish/Pinkish
sputum_train_0568.png,Train,Yellowish
sputum_train_0569.jpg,Train,Purplish/Pinkish
sputum_train_0570.jpg,Train,Purplish/Pinkish
sputum_train_0571.jpg,Train,Yellowish
sputum_train_0572.jpg,Train,Yellowish
sputum_train_0573.jpg,Train,Purplish/Pinkish
sputum_train_0574.jpg,Train,Purplish/Pinkish
sputum_train_0575.jpg,Train,Purplish/Pinkish
sputum_train_0576.jpg,Train,Yellowish
sputum_train_0577.png,Train,Yellowish
sputum_train_0578.jpg,Train,Yellowish
sputum_train_0579.jpg,Train,Purplish/Pinkish
sputum_train_0580.jpg,Train,Yellowish
sputum_train_0581.jpg,Train,Yellowish
sputum_train_0582.jpg,Train,Purplish/Pinkish
sputum_train_0583.jpg,Train,Yellowish
sputum_train_0584.jpg,Train,Purplish/Pinkish
sputum_train_0585.jpg,Train,Purplish/Pinkish
sputum_train_0586.jpg,Train,Yellowish
sputum_train_0587.jpg,Train,Yellowish
sputum_train_0588.jpg,Train,Purplish/Pinkish
sputum_train_0589.jpg,Train,Yellowish
sputum_train_0590.jpg,Train,Purplish/Pinkish
